customer_id,order_cnt,max_order_date,total_order_value,day_since_last_order,recency_score,frequency_score,monetary_score,segment
15575,1,2010-03-30,30.1,268,1,1,1,Hibernating
15579,5,2010-11-21,989.15,32,4,4,4,Loyal Customers
15580,14,2010-11-28,1540.43,25,4,5,4,Loyal Customers
15581,21,2010-12-21,3463.68,2,5,5,5,Champion
15583,1,2010-11-28,107.86,25,4,1,1,Promising
15584,2,2010-11-05,552.39,48,3,2,3,About to Sleep
15586,4,2010-04-27,1028.58,240,1,3,4,At Risk
15587,4,2010-12-23,953.28,0,5,3,4,Potential Loyalists
15588,1,2010-01-31,579.6,326,1,1,3,Hibernating
15590,5,2010-11-22,1496.6,31,4,4,4,Loyal Customers
15591,3,2010-05-06,217.9,231,1,3,1,At Risk
15595,1,2010-08-09,357.6,136,2,1,2,Hibernating
15596,8,2010-12-09,1766.65,14,5,5,4,Champion
15597,1,2010-05-13,238.8,224,1,1,1,Hibernating
15598,1,2010-10-08,307.34,76,3,1,2,About to Sleep
15599,1,2010-09-20,488.32,94,2,1,3,Hibernating
15600,5,2010-10-07,1219.91,77,2,4,4,At Risk
15601,17,2010-12-16,7170.860000000001,7,5,5,5,Champion
15602,12,2010-12-21,1819.44,2,5,5,4,Champion
15603,2,2010-03-16,53.75,282,1,2,1,Hibernating
15605,6,2010-12-01,741.97,22,4,4,3,Loyal Customers
15606,8,2010-11-14,2310.83,39,4,5,5,Loyal Customers
15607,12,2010-06-14,1734.6100000000001,192,1,5,4,Can't Lose Them
15608,1,2010-10-20,692.3,64,3,1,3,About to Sleep
15611,17,2010-11-30,1521.68,23,4,5,4,Loyal Customers
15613,1,2010-04-08,373.24,259,1,1,2,Hibernating
15614,6,2010-10-07,3273.11,77,2,4,5,At Risk
15615,26,2010-12-15,10854.92,8,5,5,5,Champion
15616,1,2010-09-27,317.11,87,2,1,2,Hibernating
15617,3,2010-11-08,828.5500000000001,45,3,3,3,Need Attention
15620,3,2010-12-16,817.32,7,5,3,3,Potential Loyalists
15622,14,2010-10-11,4192.55,73,3,5,5,Loyal Customers
15623,6,2010-11-11,1828.82,42,4,4,4,Loyal Customers
15625,6,2010-11-28,1705.59,25,4,4,4,Loyal Customers
15626,2,2010-10-26,409.87,58,3,2,2,About to Sleep
15627,2,2010-09-08,566.9,106,2,2,3,Hibernating
15628,11,2010-12-08,2540.04,15,5,5,5,Champion
15629,4,2010-09-15,2240.9,99,2,3,5,At Risk
15630,1,2010-03-05,295.05,293,1,1,2,Hibernating
15631,1,2010-03-07,596.67,291,1,1,3,Hibernating
15633,17,2010-07-18,4339.62,158,2,5,5,Can't Lose Them
15634,1,2010-11-21,311.1,32,4,1,2,Promising
15635,1,2010-11-09,100.35,44,3,1,1,About to Sleep
15636,2,2010-09-28,719.82,86,2,2,3,Hibernating
15637,3,2010-10-22,285.35,62,3,3,2,Need Attention
15638,8,2010-11-26,2299.2,27,4,5,5,Loyal Customers
15639,4,2010-09-16,676.51,98,2,3,3,At Risk
15640,19,2010-12-19,12458.539999999999,4,5,5,5,Champion
15641,7,2010-12-15,2677.11,8,5,4,5,Champion
15645,3,2010-11-02,455.76,51,3,3,2,Need Attention
15646,3,2010-12-02,526.97,21,5,3,3,Potential Loyalists
15647,1,2010-10-20,169.0,64,3,1,1,About to Sleep
15649,2,2010-11-29,844.3499999999999,24,4,2,3,Potential Loyalists
15650,3,2010-07-12,568.73,164,2,3,3,At Risk
15651,2,2010-10-15,612.76,69,3,2,3,About to Sleep
15652,5,2010-11-17,1091.1,36,4,4,4,Loyal Customers
15658,5,2010-12-02,1165.65,21,5,4,4,Champion
15659,2,2010-11-18,226.04,35,4,2,1,Potential Loyalists
15660,7,2010-12-09,1212.13,14,5,4,4,Champion
15661,6,2010-11-25,906.15,28,4,4,3,Loyal Customers
15662,1,2010-02-16,177.88000000000002,310,1,1,1,Hibernating
15664,6,2010-12-15,909.28,8,5,4,3,Champion
15665,3,2010-10-24,1773.11,60,3,3,4,Need Attention
15666,2,2010-08-24,632.9399999999999,121,2,2,3,Hibernating
15670,2,2010-06-10,162.15,196,1,2,1,Hibernating
15673,6,2010-09-14,3538.72,100,2,4,5,At Risk
15674,9,2010-10-18,4066.9700000000003,66,3,5,5,Loyal Customers
15675,1,2010-10-31,218.35,53,3,1,1,About to Sleep
15677,2,2010-10-14,648.4,70,3,2,3,About to Sleep
15678,2,2010-11-09,1541.19,44,3,2,4,About to Sleep
15680,7,2010-12-08,2862.4,15,5,4,5,Champion
15681,10,2010-11-25,1593.24,28,4,5,4,Loyal Customers
15682,3,2010-04-19,319.49,248,1,3,2,At Risk
15683,1,2010-08-23,330.79,122,2,1,2,Hibernating
15684,3,2010-06-10,70.9,196,1,3,1,At Risk
15685,1,2010-09-15,55.980000000000004,99,2,1,1,Hibernating
15686,1,2010-10-15,90.0,69,3,1,1,About to Sleep
15688,1,2010-10-17,190.57,67,3,1,1,About to Sleep
15689,2,2010-12-13,370.43,10,5,2,2,Potential Loyalists
15691,2,2010-11-10,272.7,43,3,2,2,About to Sleep
15693,1,2010-02-18,37.5,308,1,1,1,Hibernating
15694,16,2010-12-14,3826.69,9,5,5,5,Champion
15695,2,2010-04-21,721.06,246,1,2,3,Hibernating
15696,9,2010-10-14,1227.21,70,3,5,4,Loyal Customers
15697,1,2010-01-19,246.75,338,1,1,2,Hibernating
15698,1,2010-03-25,46.2,273,1,1,1,Hibernating
15704,4,2010-08-03,1598.1200000000001,142,2,3,4,At Risk
15708,5,2010-12-05,1034.7,18,5,4,4,Champion
15709,1,2010-04-29,194.6,238,1,1,1,Hibernating
15710,1,2010-10-18,898.87,66,3,1,3,About to Sleep
15711,2,2010-06-01,420.25,205,1,2,2,Hibernating
15712,7,2010-11-25,2149.5,28,4,4,5,Loyal Customers
15713,4,2010-12-14,435.03000000000003,9,5,3,2,Potential Loyalists
15714,3,2010-09-12,453.93,102,2,3,2,At Risk
15715,5,2010-06-02,658.02,204,1,4,3,At Risk
15716,7,2010-12-05,1723.83,18,5,4,4,Champion
15717,4,2010-10-14,456.70000000000005,70,3,3,2,Need Attention
15718,1,2010-06-17,293.79,189,1,1,2,Hibernating
15719,23,2010-11-23,4590.33,30,4,5,5,Loyal Customers
15720,1,2010-06-07,143.19,199,1,1,1,Hibernating
15722,9,2010-09-20,3132.2400000000002,94,2,5,5,Can't Lose Them
15723,4,2010-12-10,947.65,13,5,3,4,Potential Loyalists
15724,2,2010-11-11,97.69999999999999,42,4,2,1,Potential Loyalists
15726,1,2010-11-14,321.91,39,4,1,2,Promising
15727,9,2010-12-15,5803.4,8,5,5,5,Champion
15728,2,2010-11-25,544.6,28,4,2,3,Potential Loyalists
15729,3,2010-11-11,122.4,42,4,3,1,Potential Loyalists
15730,3,2010-11-25,611.6,28,4,3,3,Potential Loyalists
15731,1,2010-06-04,125.3,202,1,1,1,Hibernating
15732,11,2010-12-02,1432.5,21,5,5,4,Champion
15734,2,2010-09-29,923.85,85,2,2,4,Hibernating
15735,1,2010-10-14,327.68,70,3,1,2,About to Sleep
15736,3,2010-10-05,1914.17,79,2,3,4,At Risk
15738,27,2010-12-09,8235.32,14,5,5,5,Champion
15741,2,2010-09-07,208.62,107,2,2,1,Hibernating
15742,1,2010-03-30,156.87,268,1,1,1,Hibernating
15747,7,2010-11-29,1590.52,24,4,4,4,Loyal Customers
15748,2,2010-09-16,68.55,98,2,2,1,Hibernating
15750,15,2010-12-09,3891.611,14,5,5,5,Champion
15751,9,2010-09-05,856.0,109,2,5,3,Can't Lose Them
15752,3,2010-12-02,1570.16,21,5,3,4,Potential Loyalists
15754,8,2010-08-03,2611.89,142,2,5,5,Can't Lose Them
15755,11,2010-11-25,3330.92,28,4,5,5,Loyal Customers
15757,4,2010-11-18,2225.94,35,4,3,5,Potential Loyalists
15759,7,2010-12-16,569.35,7,5,4,3,Champion
15761,1,2010-09-23,143.05,91,2,1,1,Hibernating
15764,4,2010-10-01,1238.41,83,2,3,4,At Risk
15765,1,2010-02-11,370.63,315,1,1,2,Hibernating
15766,3,2010-09-21,547.4,93,2,3,3,At Risk
15767,1,2010-03-08,227.85000000000002,290,1,1,1,Hibernating
15768,26,2010-08-20,12936.87,125,2,5,5,Can't Lose Them
15769,13,2010-12-03,2592.54,20,5,5,5,Champion
15770,1,2010-04-06,321.45,261,1,1,2,Hibernating
15771,3,2010-04-14,1006.54,253,1,3,4,At Risk
15772,1,2010-10-17,280.88,67,3,1,2,About to Sleep
15773,1,2010-10-26,138.84,58,3,1,1,About to Sleep
15774,6,2010-10-26,1064.88,58,3,4,4,Loyal Customers
15775,1,2010-03-18,45.6,280,1,1,1,Hibernating
15777,6,2010-12-16,1111.5,7,5,4,4,Champion
15778,1,2010-10-04,307.95,80,2,1,2,Hibernating
15779,2,2010-09-02,124.08000000000001,112,2,2,1,Hibernating
15780,1,2010-12-17,177.15,6,5,1,1,New Customers
15782,1,2010-10-05,1399.36,79,2,1,4,Hibernating
15784,2,2010-08-29,848.3299999999999,116,2,2,3,Hibernating
15785,17,2010-11-30,3437.42,23,4,5,5,Loyal Customers
15786,4,2010-10-25,3606.59,59,3,3,5,Need Attention
15788,2,2010-07-27,228.13,149,2,2,1,Hibernating
15789,7,2010-12-16,1992.01,7,5,4,5,Champion
15791,6,2010-07-21,2053.95,155,2,4,5,At Risk
15792,2,2010-11-05,933.84,48,3,2,4,About to Sleep
15793,4,2010-11-26,1142.38,27,4,3,4,Potential Loyalists
15795,7,2010-10-05,1369.8600000000001,79,2,4,4,At Risk
15796,11,2010-11-30,2538.62,23,4,5,5,Loyal Customers
15797,2,2010-05-07,613.6800000000001,230,1,2,3,Hibernating
15798,3,2010-08-04,1535.37,141,2,3,4,At Risk
15799,1,2010-10-17,540.15,67,3,1,3,About to Sleep
15800,5,2010-09-12,543.5,102,2,4,3,At Risk
15803,3,2010-09-20,1513.84,94,2,3,4,At Risk
15805,18,2010-12-10,4720.5,13,5,5,5,Champion
15807,3,2010-10-27,802.61,57,3,3,3,Need Attention
15808,20,2010-12-13,13795.99,10,5,5,5,Champion
15809,3,2010-09-10,1053.67,104,2,3,4,At Risk
15810,5,2010-11-18,1612.01,35,4,4,4,Loyal Customers
15811,3,2010-12-17,1820.85,6,5,3,4,Potential Loyalists
15812,7,2010-09-30,1967.15,84,2,4,4,At Risk
15814,2,2010-11-11,689.11,42,4,2,3,Potential Loyalists
15816,3,2010-06-15,194.99999999999997,191,1,3,1,At Risk
15817,3,2010-10-15,2766.4,69,3,3,5,Need Attention
15818,1,2010-04-30,340.5,237,1,1,2,Hibernating
15819,7,2010-10-04,2052.85,80,2,4,5,At Risk
15822,5,2010-12-15,958.22,8,5,4,4,Champion
15823,3,2010-12-02,22.55,21,5,3,1,Potential Loyalists
15824,2,2010-09-12,890.94,102,2,2,3,Hibernating
15826,2,2010-05-25,954.1700000000001,212,1,2,4,Hibernating
15827,24,2010-12-02,2126.48,21,5,5,5,Champion
15828,1,2010-11-29,1108.82,24,4,1,4,Promising
15834,4,2010-12-02,1563.09,21,5,3,4,Potential Loyalists
15837,1,2010-08-11,385.03000000000003,134,2,1,2,Hibernating
15838,9,2010-12-07,2948.83,16,5,5,5,Champion
15841,4,2010-11-18,925.55,35,4,3,4,Potential Loyalists
15842,3,2010-11-16,568.85,37,4,3,3,Potential Loyalists
15845,4,2010-06-21,806.24,185,1,3,3,At Risk
15846,1,2010-11-19,107.01,34,4,1,1,Promising
15847,3,2010-10-07,433.3,77,2,3,2,At Risk
15848,1,2010-03-28,139.94,270,1,1,1,Hibernating
15850,3,2010-11-28,713.22,25,4,3,3,Potential Loyalists
15851,1,2010-07-01,109.73,175,1,1,1,Hibernating
15852,1,2010-07-01,96.55,175,1,1,1,Hibernating
15854,9,2010-12-13,2247.06,10,5,5,5,Champion
15855,1,2010-08-20,340.48,125,2,1,2,Hibernating
15856,27,2010-12-23,16060.47,0,5,5,5,Champion
15857,1,2010-10-05,273.48,79,2,1,2,Hibernating
15858,8,2010-12-07,2290.13,16,5,5,5,Champion
15859,1,2010-10-03,438.46,81,2,1,2,Hibernating
15860,8,2010-12-06,1232.4,17,5,5,4,Champion
15861,6,2010-09-09,1255.23,105,2,4,4,At Risk
15862,7,2010-12-01,1512.69,22,4,4,4,Loyal Customers
15863,2,2010-04-01,148.96,266,1,2,1,Hibernating
15864,1,2010-11-23,244.44000000000003,30,4,1,2,Promising
15865,2,2010-10-22,1353.79,62,3,2,4,About to Sleep
15867,21,2010-12-20,5143.88,3,5,5,5,Champion
15868,1,2010-05-05,94.53,232,1,1,1,Hibernating
15869,1,2010-03-23,174.02,275,1,1,1,Hibernating
15870,3,2010-11-08,508.52,45,3,3,3,Need Attention
15871,1,2010-09-28,33.099999999999994,86,2,1,1,Hibernating
15872,2,2010-11-26,434.75,27,4,2,2,Potential Loyalists
15873,4,2010-08-04,296.64,141,2,3,2,At Risk
15874,16,2010-11-17,6363.43,36,4,5,5,Loyal Customers
15875,1,2010-03-03,111.72,295,1,1,1,Hibernating
15876,2,2010-10-26,1031.54,58,3,2,4,About to Sleep
15878,1,2010-05-27,118.64,210,1,1,1,Hibernating
15879,3,2010-10-31,1023.96,53,3,3,4,Need Attention
15880,2,2010-12-05,373.28000000000003,18,5,2,2,Potential Loyalists
15881,3,2010-12-13,196.05,10,5,3,1,Potential Loyalists
15882,7,2010-12-06,824.0600000000001,17,5,4,3,Champion
15884,1,2010-10-03,7.9,81,2,1,1,Hibernating
15885,17,2010-11-21,1786.72,32,4,5,4,Loyal Customers
15886,3,2010-10-19,871.78,65,3,3,3,Need Attention
15887,3,2010-10-29,1027.15,55,3,3,4,Need Attention
15888,2,2010-11-04,260.85,49,3,2,2,About to Sleep
15889,6,2010-12-05,993.09,18,5,4,4,Champion
15890,5,2010-11-10,535.65,43,3,4,3,Loyal Customers
15892,1,2010-02-08,128.2,318,1,1,1,Hibernating
15894,1,2010-12-05,156.74,18,5,1,1,New Customers
15898,24,2010-12-07,3859.06,16,5,5,5,Champion
15899,1,2010-12-06,56.25,17,5,1,1,New Customers
15900,4,2010-10-22,559.1899999999999,62,3,3,3,Need Attention
15901,6,2010-09-14,358.33,100,2,4,2,At Risk
15902,1,2010-11-24,145.01,29,4,1,1,Promising
15903,5,2010-11-26,3813.0800000000004,27,4,4,5,Loyal Customers
15905,1,2010-06-14,114.69,192,1,1,1,Hibernating
15906,4,2010-11-30,1029.8,23,4,3,4,Potential Loyalists
15908,1,2010-07-15,189.37,161,2,1,1,Hibernating
15910,7,2010-11-04,1449.6200000000001,49,3,4,4,Loyal Customers
15911,7,2010-09-17,1157.08,97,2,4,4,At Risk
15912,4,2010-09-29,374.29,85,2,3,2,At Risk
15913,1,2010-06-23,6.300000000000001,183,1,1,1,Hibernating
15914,2,2010-11-26,205.99,27,4,2,1,Potential Loyalists
15915,1,2010-11-03,429.21,50,3,1,2,About to Sleep
15916,8,2010-12-08,1571.51,15,5,5,4,Champion
15917,1,2010-04-12,122.2,255,1,1,1,Hibernating
15918,1,2010-03-18,248.65,280,1,1,2,Hibernating
15919,1,2010-12-06,270.72,17,5,1,2,New Customers
15920,3,2010-10-11,282.55,73,3,3,2,Need Attention
15921,3,2010-11-08,466.08,45,3,3,2,Need Attention
15922,2,2010-12-02,375.40000000000003,21,5,2,2,Potential Loyalists
15923,1,2010-12-02,127.08,21,5,1,1,New Customers
15926,1,2010-06-15,134.44,191,1,1,1,Hibernating
15927,1,2010-03-02,123.39,296,1,1,1,Hibernating
15928,1,2010-02-21,293.53,305,1,1,2,Hibernating
15931,1,2010-10-07,239.9,77,2,1,2,Hibernating
15934,2,2010-10-18,2190.66,66,3,2,5,About to Sleep
15936,2,2010-11-25,282.79,28,4,2,2,Potential Loyalists
15938,4,2010-09-09,330.23,105,2,3,2,At Risk
15939,1,2010-11-30,2945.38,23,4,1,5,Promising
15940,1,2010-10-26,31.8,58,3,1,1,About to Sleep
15941,2,2010-07-14,579.4,162,2,2,3,Hibernating
15943,2,2010-02-28,271.28999999999996,298,1,2,2,Hibernating
15944,2,2010-11-11,1250.74,42,4,2,4,Potential Loyalists
15945,3,2010-12-09,521.44,14,5,3,3,Potential Loyalists
15946,3,2010-07-25,2304.18,151,2,3,5,At Risk
15948,1,2010-10-11,553.85,73,3,1,3,About to Sleep
15950,9,2010-12-15,6025.97,8,5,5,5,Champion
15951,1,2010-11-23,304.95,30,4,1,2,Promising
15953,11,2010-12-05,1757.97,18,5,5,4,Champion
15954,1,2010-04-29,190.75,238,1,1,1,Hibernating
15955,10,2010-12-02,4251.400000000001,21,5,5,5,Champion
15956,1,2010-06-06,291.2,200,1,1,2,Hibernating
15957,2,2010-10-15,501.21,69,3,2,3,About to Sleep
15958,3,2010-11-01,388.64,52,3,3,2,Need Attention
15959,3,2010-01-26,579.49,331,1,3,3,At Risk
15960,5,2010-11-30,427.9,23,4,4,2,Loyal Customers
15961,1,2010-11-25,451.28999999999996,28,4,1,2,Promising
15962,1,2010-09-16,295.83,98,2,1,2,Hibernating
15964,1,2010-02-14,272.96000000000004,312,1,1,2,Hibernating
15965,10,2010-12-07,2011.7,16,5,5,5,Champion
15966,2,2010-09-21,453.48,93,2,2,2,Hibernating
15967,9,2010-11-25,2466.06,28,4,5,5,Loyal Customers
15968,1,2010-11-16,418.05,37,4,1,2,Promising
15969,2,2010-10-10,460.95,74,3,2,2,About to Sleep
15970,1,2010-04-20,703.22,247,1,1,3,Hibernating
15971,2,2010-11-19,371.70000000000005,34,4,2,2,Potential Loyalists
15972,5,2010-09-09,1810.27,105,2,4,4,At Risk
15973,3,2010-12-08,680.62,15,5,3,3,Potential Loyalists
15976,4,2010-10-25,1315.7,59,3,3,4,Need Attention
15978,4,2010-10-12,2187.44,72,3,3,5,Need Attention
15979,1,2010-04-16,329.22,251,1,1,2,Hibernating
15980,6,2010-09-01,4242.22,113,2,4,5,At Risk
15981,19,2010-11-09,6048.99,44,3,5,5,Loyal Customers
15982,1,2010-04-13,324.51,254,1,1,2,Hibernating
15983,4,2010-12-14,1608.93,9,5,3,4,Potential Loyalists
15984,19,2010-12-06,4605.02,17,5,5,5,Champion
15985,5,2010-09-29,1451.9,85,2,4,4,At Risk
15986,1,2010-11-23,186.3,30,4,1,1,Promising
15987,2,2010-12-06,230.85,17,5,2,1,Potential Loyalists
15988,2,2010-06-06,612.0600000000001,200,1,2,3,Hibernating
15989,1,2010-11-29,229.4,24,4,1,1,Promising
15990,5,2010-08-02,1217.94,143,2,4,4,At Risk
15991,1,2010-06-23,150.55,183,1,1,1,Hibernating
15992,2,2010-11-08,854.61,45,3,2,3,About to Sleep
15994,4,2010-10-24,778.45,60,3,3,3,Need Attention
15995,1,2010-10-21,696.19,63,3,1,3,About to Sleep
15996,2,2010-12-08,626.22,15,5,2,3,Potential Loyalists
15997,1,2010-04-01,23.4,266,1,1,1,Hibernating
15998,14,2010-12-12,5100.67,11,5,5,5,Champion
16001,2,2010-11-23,647.72,30,4,2,3,Potential Loyalists
16002,1,2010-03-24,169.21,274,1,1,1,Hibernating
16003,5,2010-12-15,3671.59,8,5,4,5,Champion
16004,5,2010-08-22,2146.39,123,2,4,5,At Risk
16005,7,2010-11-29,1853.28,24,4,4,4,Loyal Customers
16006,1,2010-11-17,245.77,36,4,1,2,Promising
16007,3,2010-11-21,1373.2,32,4,3,4,Potential Loyalists
16008,12,2010-11-22,4905.35,31,4,5,5,Loyal Customers
16010,10,2010-12-12,1428.61,11,5,5,4,Champion
16011,12,2010-12-12,2129.17,11,5,5,5,Champion
16012,2,2010-11-03,1574.5,50,3,2,4,About to Sleep
16013,29,2010-12-16,8153.29,7,5,5,5,Champion
16014,2,2010-10-27,467.89,57,3,2,2,About to Sleep
16016,6,2010-12-08,1038.63,15,5,4,4,Champion
16017,4,2010-10-18,1341.95,66,3,3,4,Need Attention
16018,1,2010-11-08,93.44999999999999,45,3,1,1,About to Sleep
16019,24,2010-12-10,13214.26,13,5,5,5,Champion
16021,2,2010-11-09,532.25,44,3,2,3,About to Sleep
16024,2,2010-10-24,232.96,60,3,2,1,About to Sleep
16027,11,2010-09-08,1279.76,106,2,5,4,Can't Lose Them
16028,1,2010-04-23,82.2,244,1,1,1,Hibernating
16029,41,2010-12-21,18634.72,2,5,5,5,Champion
16032,6,2010-09-09,1970.45,105,2,4,4,At Risk
16033,11,2010-12-14,2228.73,9,5,5,5,Champion
16034,4,2010-11-10,493.96999999999997,43,3,3,3,Need Attention
16035,1,2010-05-28,217.73,209,1,1,1,Hibernating
16036,2,2010-10-11,1797.92,73,3,2,4,About to Sleep
16037,5,2010-12-16,974.68,7,5,4,4,Champion
16039,3,2010-10-12,463.15,72,3,3,2,Need Attention
16040,5,2010-10-05,1136.55,79,2,4,4,At Risk
16042,6,2010-12-09,1130.07,14,5,4,4,Champion
16043,4,2010-11-25,1082.6000000000001,28,4,3,4,Potential Loyalists
16044,1,2010-09-30,340.84000000000003,84,2,1,2,Hibernating
16045,5,2010-10-19,2342.13,65,3,4,5,Loyal Customers
16046,1,2010-05-26,235.78,211,1,1,1,Hibernating
16048,5,2010-12-01,824.7400000000001,22,4,4,3,Loyal Customers
16049,3,2010-11-29,787.89,24,4,3,3,Potential Loyalists
16050,2,2010-11-21,162.8,32,4,2,1,Potential Loyalists
16051,1,2010-01-27,188.44,330,1,1,1,Hibernating
16053,6,2010-10-22,2091.11,62,3,4,5,Loyal Customers
16054,6,2010-10-17,1349.18,67,3,4,4,Loyal Customers
16057,6,2010-10-04,1682.33,80,2,4,4,At Risk
16058,1,2010-10-29,62.7,55,3,1,1,About to Sleep
16059,7,2010-12-07,1757.91,16,5,4,4,Champion
16060,3,2010-11-04,541.95,49,3,3,3,Need Attention
16061,2,2010-10-15,104.4,69,3,2,1,About to Sleep
16062,5,2010-12-10,1957.39,13,5,4,4,Champion
16065,10,2010-12-09,2027.53,14,5,5,5,Champion
16067,6,2010-05-26,3764.3900000000003,211,1,4,5,At Risk
16068,1,2010-04-25,122.93,242,1,1,1,Hibernating
16069,1,2010-10-18,457.7,66,3,1,2,About to Sleep
16071,3,2010-06-30,750.5600000000001,176,1,3,3,At Risk
16072,3,2010-10-07,3744.57,77,2,3,5,At Risk
16074,1,2010-11-14,265.25,39,4,1,2,Promising
16075,3,2010-07-25,746.88,151,2,3,3,At Risk
16077,1,2010-03-24,730.8,274,1,1,3,Hibernating
16078,1,2010-02-08,283.79,318,1,1,2,Hibernating
16080,3,2010-11-19,474.5,34,4,3,2,Potential Loyalists
16081,4,2010-12-08,1653.28,15,5,3,4,Potential Loyalists
16082,1,2010-02-07,106.75,319,1,1,1,Hibernating
16083,3,2010-12-14,1371.78,9,5,3,4,Potential Loyalists
16085,8,2010-11-24,1367.82,29,4,5,4,Loyal Customers
16086,5,2010-12-07,1459.05,16,5,4,4,Champion
16087,2,2010-10-26,438.16,58,3,2,2,About to Sleep
16088,2,2010-05-13,402.63,224,1,2,2,Hibernating
16089,2,2010-11-18,271.44,35,4,2,2,Potential Loyalists
16090,1,2010-03-25,205.91,273,1,1,1,Hibernating
16092,5,2010-07-23,804.03,153,2,4,3,At Risk
16094,12,2010-11-29,2664.43,24,4,5,5,Loyal Customers
16095,1,2010-09-09,447.05,105,2,1,2,Hibernating
16096,3,2010-10-19,1264.3500000000001,65,3,3,4,Need Attention
16098,7,2010-12-01,1858.66,22,4,4,4,Loyal Customers
16099,5,2010-10-18,846.25,66,3,4,3,Loyal Customers
16100,1,2010-09-03,582.64,111,2,1,3,Hibernating
16101,4,2010-10-01,1955.46,83,2,3,4,At Risk
16103,21,2010-11-15,4951.02,38,4,5,5,Loyal Customers
16104,7,2010-10-17,1564.6100000000001,67,3,4,4,Loyal Customers
16105,4,2010-09-27,2049.23,87,2,3,5,At Risk
16108,6,2010-10-05,1431.01,79,2,4,4,At Risk
16109,2,2010-03-02,343.5,296,1,2,2,Hibernating
16110,1,2010-07-05,481.79,171,1,1,3,Hibernating
16111,1,2010-10-07,562.48,77,2,1,3,Hibernating
16115,4,2010-11-07,907.17,46,3,3,3,Need Attention
16117,3,2010-11-02,426.54,51,3,3,2,Need Attention
16118,5,2010-11-11,4497.07,42,4,4,5,Loyal Customers
16119,5,2010-11-10,721.65,43,3,4,3,Loyal Customers
16120,2,2010-10-13,1747.77,71,3,2,4,About to Sleep
16121,4,2010-11-24,629.88,29,4,3,3,Potential Loyalists
16122,3,2010-12-08,316.92,15,5,3,2,Potential Loyalists
16124,3,2010-10-17,1061.74,67,3,3,4,Need Attention
16125,13,2010-12-07,3608.59,16,5,5,5,Champion
16126,10,2010-11-25,8184.93,28,4,5,5,Loyal Customers
16128,8,2010-11-24,1828.73,29,4,5,4,Loyal Customers
16129,3,2010-10-28,1396.05,56,3,3,4,Need Attention
16130,4,2010-10-13,987.48,71,3,3,4,Need Attention
16131,7,2010-11-29,5213.56,24,4,4,5,Loyal Customers
16132,2,2010-06-13,664.1999999999999,193,1,2,3,Hibernating
16133,32,2010-11-28,8883.22,25,4,5,5,Loyal Customers
16134,6,2010-12-20,1743.97,3,5,4,4,Champion
16135,1,2010-05-05,301.9,232,1,1,2,Hibernating
16136,2,2010-03-07,263.14,291,1,2,2,Hibernating
16137,1,2010-01-28,422.7,329,1,1,2,Hibernating
16138,4,2010-12-06,918.3000000000001,17,5,3,3,Potential Loyalists
16140,2,2010-12-03,832.4200000000001,20,5,2,3,Potential Loyalists
16141,1,2010-10-18,335.54,66,3,1,2,About to Sleep
16143,11,2010-12-20,2685.09,3,5,5,5,Champion
16145,13,2010-12-20,3374.66,3,5,5,5,Champion
16146,1,2010-09-17,212.25,97,2,1,1,Hibernating
16147,6,2010-11-04,2055.8,49,3,4,5,Loyal Customers
16148,1,2010-09-29,310.3,85,2,1,2,Hibernating
16149,1,2010-10-06,141.70000000000002,78,2,1,1,Hibernating
16150,9,2010-12-02,2082.02,21,5,5,5,Champion
16153,9,2010-12-20,3412.89,3,5,5,5,Champion
16154,1,2010-01-26,10.5,331,1,1,1,Hibernating
16155,6,2010-11-23,812.75,30,4,4,3,Loyal Customers
16156,11,2010-11-22,2881.21,31,4,5,5,Loyal Customers
16158,8,2010-07-05,440.8,171,1,5,2,Can't Lose Them
16159,3,2010-09-13,569.54,101,2,3,3,At Risk
16161,36,2010-12-15,7861.24,8,5,5,5,Champion
16163,5,2010-12-09,1202.6,14,5,4,4,Champion
16165,1,2010-07-22,79.9,154,2,1,1,Hibernating
16166,4,2010-10-07,544.18,77,2,3,3,At Risk
16167,5,2010-10-21,1136.58,63,3,4,4,Loyal Customers
16168,43,2010-12-05,6512.91,18,5,5,5,Champion
16170,18,2010-11-09,5034.65,44,3,5,5,Loyal Customers
16172,3,2010-08-23,744.34,122,2,3,3,At Risk
16174,4,2010-08-05,1237.2,140,2,3,4,At Risk
16175,3,2010-08-25,798.85,120,2,3,3,At Risk
16176,7,2010-10-14,2141.34,70,3,4,5,Loyal Customers
16177,11,2010-10-01,2021.06,83,2,5,5,Can't Lose Them
16178,1,2010-11-03,414.7,50,3,1,2,About to Sleep
16180,6,2010-08-18,6038.59,127,2,4,5,At Risk
16182,5,2010-09-27,3354.0,87,2,4,5,At Risk
16183,3,2010-11-10,739.1,43,3,3,3,Need Attention
16185,1,2010-05-24,115.31,213,1,1,1,Hibernating
16186,17,2010-12-02,4657.03,21,5,5,5,Champion
16188,2,2010-10-28,115.75,56,3,2,1,About to Sleep
16190,6,2010-11-10,2311.55,43,3,4,5,Loyal Customers
16191,14,2010-12-14,9862.79,9,5,5,5,Champion
16193,1,2010-10-25,315.98,59,3,1,2,About to Sleep
16194,1,2010-11-29,308.59999999999997,24,4,1,2,Promising
16196,1,2010-08-08,93.3,137,2,1,1,Hibernating
16197,8,2010-08-27,1899.41,118,2,5,4,Can't Lose Them
